ISBN,Sale,Score,Price
9788936433635,"5,412",9.1,"12,600"
9788936433598,24,9.2,"10,800"
9788936433581,804,8.6,"11,700"
9788936433512,366,9.6,"11,700"
9788936433505,540,9.0,"12,600"
9788936433444,960,8.4,"12,420"
9788936433420,,8.8,"8,550"
9788936433413,498,8.5,"11,700"
9788936433390,264,7.2,"12,600"
9788936433376,552,8.6,"12,600"
9788936433369,552,8.7,"13,500"
9788936432928,414,8.0,"86,400"
9788936430726,,9.9,"18,000"
9788936430658,12,8.7,"11,700"
9788936430641,12,8.5,"11,700"
9788936430634,12,8.0,"11,700"
9788936430627,24,9.6,"11,700"
9788936430610,12,8.5,"11,700"
9788936430603,,9.3,"11,700"
9788936430597,,9.0,"11,700"
9788936430580,,9.3,"11,700"
9788936430573,,8.7,"11,700"
9788936430566,24,8.7,"11,700"
9788936430559,12,8.7,"11,700"
9788936430542,144,9.2,"11,700"
9788936430535,,9.0,"8,820"
9788936430528,,9.3,"8,820"
9788936430504,,9.1,"8,820"
9788936430481,,9.2,"8,820"
9788936430474,,8.8,"8,820"
9788936430467,,9.1,"8,820"
9788936430450,,8.6,"8,820"
9788936430443,,8.6,"8,820"
9788936424619,894,9.8,"8,100"
9788936424596,972,9.4,"8,100"
9788936424466,"22,368",9.6,"9,900"
9788936424381,486,9.5,"8,100"
9788936423919,96,8.4,"7,200"
9788936422226,210,9.1,"8,100"
9788936422035,,8.9,"7,200"
9788936414146,810,10.0,"9,000"
9788936414139,"1,170",10.0,"9,000"
9788936414085,"126,912",9.6,"8,100"
9788936414054,"9,498",9.9,"9,000"
9788936414016,480,9.3,"8,100"
9788936321611,"1,032",10.0,"25,000"
9788936321154,"11,700",9.7,"26,000"
9788936320485,"10,500",9.5,"18,000"
9788936318253,273,,"22,000"
9788936318000,276,,"13,500"
9788936313548,,,"23,000"
9788936308285,96,,"18,000"
9788935916344,,10.0,"10,800"
9788935914296,,,
9788935912001,,,"13,500"
9788935911387,198,8.6,"3,750"
9788935910564,12,9.0,"3,750"
9788935910250,12,9.9,"4,250"
9788935704507,"2,196",8.7,"25,200"
9788935704460,"1,884",8.2,"15,300"
9788935704446,"6,657",9.4,"16,200"
9788935704347,"1,242",10.0,"11,700"
9788935704323,720,9.6,"18,000"
9788935704316,"1,650",9.3,"13,500"
9788935704194,264,9.5,"18,000"
9788935704156,228,9.3,"14,850"
9788935704125,"1,518",9.6,"13,500"
9788935704019,"15,012",9.5,"13,500"
9788935703975,"9,948",9.6,"15,300"
9788935703814,870,9.4,"14,400"
9788935703753,"6,630",9.5,"13,500"
9788935703692,738,9.5,"10,500"
9788935703463,"18,336",8.9,"11,700"
9788935703111,"39,750",9.6,"9,900"
9788935703081,"47,292",9.5,"9,900"
9788935670918,,9.0,"20,900"
9788935670390,312,9.5,"15,300"
9788935670314,678,9.3,"13,950"
9788935670215,708,9.8,"13,950"
9788935670109,324,9.5,"15,300"
9788935670031,,10.0,"13,050"
9788935669844,,9.9,"13,050"
9788935669738,"1,848",9.6,"13,050"
9788935669394,276,9.9,"15,300"
9788935668687,810,8.7,"15,300"
9788935668663,"4,944",8.3,"15,300"
9788935668625,48,9.8,"13,950"
9788935668557,624,9.2,"14,850"
9788935668540,108,8.9,"13,950"
9788935668366,12,10.0,"16,200"
9788935668083,648,9.4,"31,350"
9788935665501,48,9.3,"18,000"
9788935665327,,9.0,"18,000"
9788935664788,156,8.7,"25,200"
9788935664597,,,
9788935663453,396,9.2,"15,300"
9788935663378,576,9.3,"15,300"
9788935663293,444,9.0,"14,400"
9788935663262,468,9.7,"16,200"
9788935662111,510,8.8,"17,100"
9788935661473,"3,183",9.5,"14,400"
9788935660117,,,"28,500"
9788935659487,90,9.0,"8,100"
9788935659456,54,,"8,100"
9788935659449,204,8.7,"13,050"
9788935659432,192,,"13,050"
9788935659401,216,,"13,050"
9788935659395,204,,"13,050"
9788935659388,216,10.0,"13,050"
9788935659357,294,9.0,"10,800"
9788935659340,306,9.5,"10,800"
9788935659333,276,9.5,"10,800"
9788935659326,276,9.5,"10,800"
9788935659319,354,9.5,"13,050"
9788935659302,456,6.0,"13,050"
9788935659296,444,6.0,"13,050"
9788935659289,396,8.0,"13,050"
9788935659272,444,6.0,"13,050"
9788935659265,450,6.0,"13,050"
9788935659258,534,8.7,"13,050"
9788935659241,660,9.0,"13,050"
9788935659234,516,7.7,"13,050"
9788935659227,540,8.0,"13,050"
9788935657445,120,10.0,"24,300"
9788935657384,348,9.1,"23,750"
9788935657124,,9.5,"8,100"
9788935656615,"16,542",8.6,"22,500"
9788935656417,48,9.5,"26,600"
9788935655540,834,9.3,"19,800"
9788935654888,"1,044",8.9,"17,550"
9788935654871,996,8.6,"15,750"
9788935654864,558,8.4,"14,400"
9788935654857,564,8.7,"15,300"
9788935654833,822,8.7,"15,300"
9788935654635,"1,722",9.7,"19,800"
9788935653997,132,8.8,"11,700"
9788935653980,276,10.0,"11,700"
9788935653379,960,8.7,"8,100"
9788935653249,546,8.5,"15,750"
9788935652792,"23,448",9.3,"9,900"
9788935652600,642,8.8,"15,750"
9788935652099,636,8.5,"15,300"
9788935610891,612,8.8,"17,550"
9788935610853,684,8.7,"15,750"
9788935610822,"1,200",8.9,"17,550"
9788935610273,"1,356",8.9,"17,550"
9788935610266,"1,584",8.7,"13,950"
9788935610259,"2,046",8.7,"16,650"
9788935610242,"3,780",8.4,"13,950"
9788935601202,,8.3,"6,300"
9788935600168,,8.5,"13,500"
9788935505609,300,9.2,"13,320"
9788935505531,138,10.0,"13,320"
9788935405275,,,"25,000"
9788935213658,498,8.9,"16,200"
9788935213597,48,8.2,"15,300"
9788935213580,714,8.9,"13,500"
9788935213559,60,10.0,"18,000"
9788935213528,12,9.7,"14,400"
9788935213481,306,9.7,"16,200"
9788935213450,198,8.7,"15,300"
9788935213429,,8.0,"14,400"
9788935213405,"1,560",9.0,"13,050"
9788935213399,372,9.5,"13,500"
9788935213344,"5,940",9.7,"14,400"
9788935213290,390,9.6,"16,200"
9788935213283,"8,178",9.6,"13,050"
9788935213269,"10,068",9.6,"18,000"
9788935213252,528,9.4,"13,500"
9788935213214,,,
9788935213191,432,9.1,"15,300"
9788935213085,204,9.3,"13,050"
9788935212972,498,7.9,"18,000"
9788935212927,456,7.6,"13,500"
9788935212897,108,8.9,"14,400"
9788935212828,"12,552",8.5,"14,850"
9788935212767,450,9.1,"16,200"
9788935212729,"3,300",8.6,"12,600"
9788935212484,"5,772",9.2,"13,500"
9788935212460,108,8.4,"13,320"
9788935212385,324,9.9,"16,200"
9788935212323,"8,580",9.3,"15,300"
9788935212224,"10,008",8.8,"16,200"
9788935212194,570,8.4,"16,200"
9788935212187,"7,434",9.6,"16,200"
9788935212040,,9.0,"13,320"
9788935212002,,9.0,"12,600"
9788935211906,126,9.3,"13,500"
9788935211715,,9.2,"16,650"
9788935211616,,8.5,"27,000"
9788935211609,,8.8,"13,500"
9788935211166,"1,146",9.8,"14,220"
9788935210596,222,8.7,0
9788935210503,,9.1,"19,800"
9788935210428,,8.7,"13,050"
9788935210381,,9.4,"11,700"
9788935210336,48,8.6,"9,800"
9788935210213,"1,506",9.3,"13,500"
9788935209330,,10.0,"34,200"
9788935209309,,9.3,"11,700"
9788935208838,,8.4,"13,500"
9788935208814,54,8.8,"11,700"
9788935208777,,8.6,"11,700"
9788935208647,,8.6,"13,500"
9788935208630,,9.0,"16,200"
9788935207022,"3,960",9.4,"16,200"
9788935206902,"1,128",9.1,"11,520"
9788935015733,24,,"5,400"
9788934999997,600,8.9,"6,210"
9788934999799,330,9.3,"15,120"
9788934999782,348,9.6,"12,600"
9788934999669,390,9.1,"19,800"
9788934999638,570,9.7,"13,320"
9788934999577,"2,100",9.0,"11,520"
9788934999539,384,9.7,"10,800"
9788934999348,"2,097",8.9,"12,420"
9788934999331,240,10.0,"10,800"
9788934999324,"1,236",9.3,"17,820"
9788934999263,"9,222",9.7,"11,700"
9788934999256,216,9.9,"13,500"
9788934999164,24,8.0,"10,800"
9788934999102,774,10.0,"10,350"
9788934999034,180,,"10,800"
9788934999027,186,,"10,800"
9788934998990,,,
9788934998952,198,8.5,"14,220"
9788934998686,36,10.0,"9,900"
9788934998655,282,9.3,"6,210"
9788934998280,498,9.6,"10,800"
9788934998242,147,,"6,210"
9788934998105,846,10.0,"9,900"
9788934997962,24,,"9,000"
9788934997924,978,9.6,"11,700"
9788934997863,702,9.0,"15,120"
9788934997856,"5,124",9.3,"11,700"
9788934996910,24,,"9,000"
9788934996903,,9.3,"12,600"
9788934996873,642,8.7,"19,800"
9788934996811,312,,"9,900"
9788934996699,468,9.2,"14,400"
9788934996361,"6,801",9.6,"13,320"
9788934996316,78,9.7,"12,420"
9788934996224,315,9.8,"13,320"
9788934996170,546,9.5,"10,800"
9788934996163,,8.6,"14,220"
9788934995791,"3,192",9.3,"22,320"
9788934995739,"2,031",9.1,"14,220"
9788934995586,"4,032",9.6,"10,800"
9788934995517,888,9.1,"13,320"
9788934995494,"2,940",9.5,"10,350"
9788934995432,474,10.0,"11,250"
9788934995395,48,10.0,"9,000"
9788934995357,"4,950",9.6,"12,600"
9788934995340,"10,848",9.0,"14,220"
9788934995302,"5,499",9.6,"13,320"
9788934995289,"1,830",9.3,"12,150"
9788934995258,"3,624",9.1,"13,320"
9788934995210,726,10.0,"12,600"
9788934995197,432,8.0,"25,650"
9788934995104,414,10.0,"9,900"
9788934995081,420,8.8,"12,420"
9788934994985,"4,413",9.8,"11,520"
9788934994954,690,6.9,"22,500"
9788934994947,"3,354",9.9,"11,700"
9788934994749,186,10.0,"10,800"
9788934994558,396,10.0,"10,800"
9788934994220,108,,"10,800"
9788934994213,120,10.0,"10,800"
9788934994190,132,,"10,800"
9788934993865,"6,066",9.7,"11,250"
9788934993834,456,9.1,"11,520"
9788934993827,48,9.5,"10,800"
9788934993766,462,9.0,"13,500"
9788934993759,"1,230",9.1,"10,350"
9788934993711,"4,140",9.7,"11,250"
9788934993704,774,9.7,"10,350"
9788934993674,78,10.0,"11,520"
9788934993667,132,9.5,"10,800"
9788934993551,36,9.4,"8,550"
9788934993544,,9.7,"8,550"
9788934993537,"27,075",9.7,"10,800"
9788934993506,"3,012",9.5,"11,700"
9788934993483,"13,398",9.7,"11,700"
9788934993476,,8.0,"8,550"
9788934993452,174,10.0,"10,800"
9788934993407,,9.9,"8,100"
9788934993339,,9.6,"9,000"
9788934993315,"6,009",9.5,"10,350"
9788934993254,12,9.9,"10,800"
9788934993230,"2,394",9.6,"13,500"
9788934993223,150,9.3,"13,500"
9788934993216,138,8.4,"13,500"
9788934993193,306,10.0,"11,250"
9788934993186,144,,"11,250"
9788934993155,150,9.9,"10,800"
9788934993131,90,9.8,"11,520"
9788934993100,"8,055",10.0,"11,700"
9788934993094,150,9.4,"10,800"
9788934993025,504,9.3,"10,350"
9788934993001,726,9.7,"13,320"
9788934992998,972,9.7,"11,520"
9788934992981,606,9.7,"17,820"
9788934992974,948,10.0,"9,900"
9788934992967,168,9.5,"5,310"
9788934992950,180,9.8,"5,310"
9788934992943,"4,716",9.3,"6,210"
9788934992851,492,,"11,250"
9788934992844,"4,188",10.0,"11,250"
9788934992837,372,10.0,"10,620"
9788934992783,498,9.6,"12,420"
9788934992707,864,9.7,"11,700"
9788934992691,288,8.0,"5,310"
9788934992684,276,9.7,"5,310"
9788934992660,150,10.0,"10,350"
9788934992653,348,9.4,"13,320"
9788934992646,78,9.5,"13,320"
9788934992622,"1,500",9.4,"10,620"
9788934992615,981,9.7,"14,220"
9788934992608,774,10.0,"10,620"
9788934992592,"2,763",9.8,"12,600"
9788934992578,72,8.8,"15,120"
9788934992547,354,10.0,"14,400"
9788934992530,"2,067",9.5,"13,500"
9788934992523,"2,832",9.5,"14,400"
9788934992516,"1,338",9.9,"10,800"
9788934992509,246,10.0,"9,000"
9788934992493,"6,666",9.2,"12,420"
9788934992370,"2,028",9.5,"16,020"
9788934992363,"1,158",9.3,"14,220"
9788934992349,"1,854",9.7,"15,120"
9788934992301,414,9.5,"16,920"
9788934992264,90,8.4,"11,520"
9788934992226,366,9.5,"10,800"
9788934992097,"7,830",9.2,"5,850"
9788934992035,504,10.0,"31,500"
9788934992028,414,9.4,"10,800"
9788934992011,"1,212",8.0,"10,350"
9788934992004,"3,732",9.6,"16,020"
9788934991991,"4,488",9.9,"11,250"
9788934991953,294,9.8,"10,800"
9788934991922,"4,644",9.8,"11,700"
9788934991915,"1,578",9.7,"13,320"
9788934991908,516,10.0,"12,600"
9788934991847,408,9.0,"7,920"
9788934991830,498,9.9,"11,700"
9788934991809,,9.8,"22,500"
9788934991786,"2,442",9.6,"19,800"
9788934991779,234,10.0,"13,320"
9788934991755,552,10.0,"10,620"
9788934991656,216,8.5,"13,050"
9788934991564,966,10.0,"19,800"
9788934991540,12,9.5,"13,320"
9788934991366,"7,365",9.4,"16,020"
9788934991359,696,9.5,"8,910"
9788934991342,"7,185",9.8,"11,700"
9788934991335,"1,635",9.6,"14,220"
9788934991328,"8,238",9.6,"16,020"
9788934991298,"20,214",9.6,"13,320"
9788934991267,444,9.3,"17,820"
9788934991205,132,10.0,"11,520"
9788934991199,120,10.0,"11,520"
9788934991182,84,10.0,"11,520"
9788934991175,108,9.3,"11,520"
9788934991168,102,9.4,"11,520"
9788934991151,210,8.0,"11,520"
9788934991137,558,9.5,"16,650"
9788934991090,72,,"11,700"
9788934991038,"1,080",9.6,"12,150"
9788934991014,186,9.6,"11,520"
9788934991007,24,10.0,"10,800"
9788934990994,"1,884",9.5,"8,910"
9788934990987,"5,820",9.8,"13,500"
9788934990970,216,9.7,"10,800"
9788934990901,"1,140",10.0,"19,800"
9788934990840,270,,"11,700"
9788934990833,"1,782",9.6,"17,820"
9788934990826,348,9.6,"10,800"
9788934990697,"16,053",9.9,"11,700"
9788934990680,24,9.4,"11,700"
9788934990666,"1,020",9.4,"15,120"
9788934990659,"1,410",9.7,"11,520"
9788934990628,"5,592",9.2,"15,120"
9788934990550,960,9.8,"11,700"
9788934990512,96,9.7,"11,520"
9788934990499,360,9.6,"11,520"
9788934990451,150,10.0,"11,700"
9788934990338,"2,706",9.8,"10,620"
9788934990307,"16,473",9.5,"15,120"
9788934990260,372,9.3,"25,200"
9788934990239,"4,710",8.7,"10,800"
9788934990147,270,9.8,"9,000"
9788934990093,402,9.7,"26,820"
9788934990086,708,9.5,"14,220"
9788934990079,"1,032",10.0,"10,800"
9788934990062,"1,350",9.1,"13,950"
9788934989998,180,9.1,"13,050"
9788934989981,"1,968",9.2,"13,320"
9788934989929,"5,727",9.5,"12,420"
9788934989899,663,9.9,"11,700"
9788934989882,"4,434",9.8,"13,500"
9788934989868,"1,590",9.6,"13,320"
9788934989820,"1,560",9.5,"11,700"
9788934989790,"20,478",9.9,"16,200"
9788934989745,"19,692",9.3,"17,820"
9788934989738,"54,126",8.8,"16,020"
9788934989714,72,9.5,"13,320"
9788934989707,306,9.8,"11,520"
9788934989653,"3,696",9.0,"15,120"
9788934989615,738,9.2,"13,320"
9788934989585,"2,616",10.0,"10,350"
9788934989554,,,
9788934989455,84,8.7,"11,520"
9788934989448,108,9.4,"11,520"
9788934989431,552,10.0,"115,200"
9788934989424,156,9.2,"13,320"
9788934989400,72,10.0,"11,520"
9788934989349,"3,756",9.6,"13,500"
9788934989332,384,9.8,"10,800"
9788934989325,306,8.0,"11,520"
9788934989257,"40,449",9.9,"13,320"
9788934989165,330,9.7,"16,920"
9788934989028,"2,736",9.8,"11,700"
9788934988915,"6,243",9.5,"11,250"
9788934988885,48,9.5,"12,420"
9788934988878,894,9.7,"10,800"
9788934988861,912,9.8,"26,820"
9788934988854,156,9.6,"15,750"
9788934988847,360,10.0,"10,350"
9788934988816,"2,376",9.8,"14,850"
9788934988700,330,9.5,"17,820"
9788934988434,"1,440",9.8,"19,800"
9788934988427,"2,052",9.8,"15,120"
9788934988373,"1,608",9.8,"15,120"
9788934988359,"3,198",9.8,"11,520"
9788934988342,"6,288",9.9,"10,350"
9788934988311,402,9.7,"10,350"
9788934988014,78,,"20,000"
9788934987758,"3,900",9.9,"11,700"
9788934987178,186,9.5,"10,800"
9788934987079,"2,898",9.6,"14,220"
9788934987000,"3,186",9.5,"6,210"
9788934986980,"2,586",9.7,"15,750"
9788934986959,120,9.0,"11,520"
9788934986942,"8,490",9.7,"17,820"
9788934986935,60,9.8,"13,320"
9788934986911,"1,278",9.3,"12,420"
9788934986867,180,9.5,"14,220"
9788934986836,"4,290",9.3,"19,800"
9788934986829,"1,701",9.5,"15,120"
9788934986690,"5,682",9.5,"15,750"
9788934986676,"5,079",8.9,"6,210"
9788934986652,"71,472",9.7,"15,750"
9788934986645,120,9.5,"17,820"
9788934986638,12,9.5,"12,420"
9788934986621,708,10.0,"15,300"
9788934986584,"16,878",9.2,"17,820"
9788934986362,738,9.2,"14,400"
9788934986355,594,9.4,"13,500"
9788934986348,"2,268",9.8,"11,610"
9788934986331,"2,514",9.6,"11,610"
9788934986324,288,9.0,"14,850"
9788934985747,,8.8,"16,650"
9788934985679,114,9.3,"12,600"
9788934985655,"1,452",8.5,"26,820"
9788934985631,474,9.3,"12,600"
9788934985556,786,9.5,"14,400"
9788934985457,240,9.2,"9,000"
9788934985310,174,9.3,"12,420"
9788934985068,"52,542",9.2,"17,820"
9788934985051,,9.6,"13,320"
9788934985037,582,9.9,"19,800"
9788934984979,"19,206",9.2,"13,050"
9788934984917,"4,038",9.9,"11,250"
9788934984900,,9.5,"12,600"
9788934984894,12,10.0,"24,120"
9788934984887,12,7.3,"22,320"
9788934984764,90,8.7,"13,320"
9788934984641,426,9.2,"12,420"
9788934984603,144,8.4,"12,420"
9788934984580,624,9.1,"10,620"
9788934984566,762,8.8,"12,420"
9788934984559,"1,572",9.4,"7,200"
9788934984535,516,9.6,"13,320"
9788934984337,"1,206",9.2,"10,800"
9788934984207,"1,464",9.6,"14,220"
9788934984115,456,8.7,"13,320"
9788934984108,,9.4,"22,500"
9788934983958,"2,370",9.5,"11,610"
9788934983767,,9.8,"12,420"
9788934983729,228,9.3,"10,800"
9788934983521,306,10.0,"10,800"
9788934983507,168,10.0,"10,800"
9788934983460,"5,856",9.3,"10,800"
9788934983422,960,9.2,"10,800"
9788934983415,,,
9788934983361,228,8.9,"11,520"
9788934983354,216,9.2,"11,520"
9788934983347,252,9.1,"11,520"
9788934983330,228,9.1,"11,520"
9788934983323,240,9.3,"11,520"
9788934983316,168,9.3,"11,520"
9788934983309,150,9.1,"11,520"
9788934983293,216,9.2,"11,520"
9788934982975,"17,502",9.3,"19,800"
9788934982968,816,8.9,"12,420"
9788934982555,"2,022",9.9,"13,320"
9788934982524,72,9.0,"13,320"
9788934982340,552,9.6,"10,350"
9788934982326,"1,302",8.8,"16,650"
9788934981923,204,9.7,"13,500"
9788934981787,120,10.0,"11,700"
9788934981756,"1,188",10.0,"10,800"
9788934981749,228,9.4,"11,700"
9788934981671,192,10.0,"9,000"
9788934981633,384,8.7,"12,600"
9788934981596,576,9.4,"13,050"
9788934981558,72,9.1,"14,220"
9788934981497,180,8.8,"11,700"
9788934981459,"1,344",9.0,"11,700"
9788934981435,"3,066",9.7,"11,610"
9788934981428,"3,246",9.7,"11,610"
9788934981411,"1,908",9.6,"11,610"
9788934981404,"2,208",9.9,"11,610"
9788934981336,"1,206",9.7,"9,900"
9788934981275,"4,218",9.5,"10,800"
9788934981237,"15,468",9.4,"11,520"
9788934981220,"3,624",9.9,"16,020"
9788934981213,"63,132",9.3,"22,500"
9788934981176,258,7.8,"11,700"
9788934981053,60,10.0,"14,400"
9788934980940,354,9.4,"13,500"
9788934980827,294,9.4,"12,600"
9788934980698,"1,176",9.6,"10,350"
9788934980674,,9.8,"10,800"
9788934980629,312,9.0,"11,700"
9788934980568,,,"10,800"
9788934980520,264,9.7,"9,000"
9788934980452,60,9.6,"11,700"
9788934980421,"1,824",9.0,"13,050"
9788934980360,,10.0,"9,900"
9788934980278,408,9.5,"15,120"
9788934980254,"35,910",9.8,"13,320"
9788934980223,"2,742",9.3,"13,050"
9788934980216,708,9.7,"17,820"
9788934980056,"3,744",9.8,"13,500"
9788934979982,"8,181",9.5,"10,620"
9788934979883,300,9.9,"24,300"
9788934979760,396,10.0,"10,800"
9788934979708,342,9.2,"13,500"
9788934979593,"3,654",9.8,"10,350"
9788934979395,12,9.5,"9,900"
9788934979388,36,10.0,"9,900"
9788934979333,198,10.0,"11,700"
9788934979289,"1,332",8.5,"11,700"
9788934979258,372,9.4,"15,120"
9788934979203,120,9.1,"14,400"
9788934979074,66,9.8,"11,700"
9788934979012,198,10.0,"4,410"
9788934978947,846,9.1,"13,320"
9788934978695,342,9.9,"13,320"
9788934978688,"1,824",9.4,"12,600"
9788934978671,162,10.0,"9,000"
9788934978503,,9.6,"15,750"
9788934978381,"4,818",9.4,"10,800"
9788934978367,846,9.1,"16,920"
9788934978305,,,
9788934978046,204,9.3,"11,700"
9788934977957,216,9.6,"9,900"
9788934977919,"10,782",9.9,"19,800"
9788934977841,"24,162",9.6,"24,120"
9788934977636,"2,823",9.8,"11,700"
9788934977445,"6,573",9.8,"10,350"
9788934977346,858,9.6,"16,200"
9788934977322,"8,970",9.2,"15,120"
9788934977254,150,9.0,"11,700"
9788934977193,"2,940",9.7,"15,120"
9788934977094,336,9.5,"10,350"
9788934977063,174,9.0,"9,000"
9788934977056,810,9.3,"13,050"
9788934977018,438,9.2,"13,950"
9788934976974,,,"9,900"
9788934976233,,10.0,"10,350"
9788934975953,"2,595",9.7,"13,320"
9788934975892,168,10.0,"10,350"
9788934975809,936,10.0,"11,700"
9788934975588,462,9.8,"13,320"
9788934975519,306,9.0,"12,420"
9788934975311,"5,772",9.7,"11,700"
9788934975304,930,9.8,"9,900"
9788934975298,174,9.0,"9,000"
9788934975168,84,8.6,"13,320"
9788934974918,120,9.1,"14,850"
9788934974796,84,10.0,"8,550"
9788934974741,696,8.9,"32,400"
9788934974642,72,9.4,"13,320"
9788934974581,"1,416",10.0,"11,520"
9788934974390,24,9.0,"8,550"
9788934974376,"1,470",8.8,"11,700"
9788934974307,156,9.0,"10,350"
9788934974260,"2,196",9.2,"16,200"
9788934974253,600,8.8,"11,700"
9788934974208,216,10.0,"9,900"
9788934973850,210,9.7,"10,350"
9788934973645,714,8.9,"10,800"
9788934973522,180,9.3,"11,700"
9788934973331,"4,422",9.4,"22,500"
9788934973300,126,8.0,"9,000"
9788934973232,168,9.1,"17,100"
9788934973096,,9.7,"11,520"
9788934972716,300,9.8,"10,800"
9788934972495,,9.7,"14,220"
9788934972464,"125,334",9.5,"24,120"
9788934972266,,8.8,"10,800"
9788934972259,24,10.0,"9,000"
9788934972242,156,9.5,"9,000"
9788934972211,480,9.2,"14,220"
9788934972204,"12,864",9.1,"15,120"
9788934972044,,9.0,"8,550"
9788934972013,582,9.8,"10,800"
9788934971757,354,9.3,"7,650"
9788934971740,162,8.0,"11,520"
9788934971641,768,9.5,"16,020"
9788934971634,"25,302",9.8,"11,700"
9788934971627,702,9.5,"11,700"
9788934971610,"1,464",9.9,"11,520"
9788934971429,231,10.0,"10,350"
9788934971368,768,9.3,"13,500"
9788934971177,"2,964",9.8,"10,350"
9788934971085,150,10.0,"9,000"
9788934971016,"3,432",9.5,"19,800"
9788934970996,522,9.1,"16,020"
9788934970972,696,7.8,"16,920"
9788934970576,"2,280",9.2,"21,600"
9788934970538,192,9.9,"10,350"
9788934970491,,9.5,"12,510"
9788934970347,744,10.0,"9,000"
9788934970057,,9.4,"7,650"
9788934969990,,10.0,"8,550"
9788934969952,"6,936",9.4,"10,800"
9788934969808,150,9.8,"12,600"
9788934969723,30,9.0,"12,600"
9788934969716,108,9.6,"10,350"
9788934969341,810,9.0,"13,320"
9788934969334,630,8.6,"10,800"
9788934969303,"1,170",8.5,"10,800"
9788934969167,222,10.0,"11,250"
9788934969143,492,9.9,"11,250"
9788934969044,,9.4,"8,100"
9788934969006,984,8.9,"14,220"
9788934968924,138,,"9,000"
9788934968788,648,9.6,"10,800"
9788934968726,"10,530",9.7,"11,700"
9788934968399,"1,578",8.6,"14,400"
9788934968351,420,5.0,"86,400"
9788934968153,606,9.3,"16,020"
9788934968085,498,9.2,"12,150"
9788934967231,"1,146",9.3,"14,220"
9788934967064,186,8.0,"9,000"
9788934967019,354,9.4,"12,600"
9788934966968,276,9.9,"13,320"
9788934966760,"5,292",9.1,"16,110"
9788934966562,150,10.0,"10,800"
9788934966494,,9.9,"8,550"
9788934966425,,9.8,"10,800"
9788934966401,483,9.2,"9,000"
9788934966326,12,8.3,"10,800"
9788934966319,12,8.3,"10,800"
9788934965831,180,8.5,"10,800"
9788934965763,180,9.4,"10,350"
9788934965749,72,9.6,"11,520"
9788934965589,768,9.8,"10,350"
9788934965473,12,9.6,"7,650"
9788934965466,114,9.4,"7,650"
9788934965428,540,,"10,800"
9788934965305,906,9.3,"13,500"
9788934965282,168,10.0,"9,000"
9788934965275,234,9.9,"9,000"
9788934964964,12,8.8,"12,420"
9788934964957,432,9.8,"5,310"
9788934964568,384,8.7,"12,600"
9788934964421,"1,044",9.1,"13,320"
9788934964391,750,9.7,"11,700"
9788934964360,,10.0,"10,800"
9788934964346,,,"10,800"
9788934964315,"3,888",9.4,"12,420"
9788934964230,306,9.8,"10,800"
9788934962984,"1,512",9.1,"32,220"
9788934962830,,10.0,"9,000"
9788934962700,,9.4,"7,650"
9788934962625,96,9.5,"8,100"
9788934962595,,,"9,000"
9788934962588,"2,484",8.5,"10,800"
9788934962465,276,9.7,"10,800"
9788934962427,150,9.0,"11,700"
9788934962342,,9.5,"11,610"
9788934962250,,9.1,"13,500"
9788934962175,210,8.0,"10,800"
9788934962168,234,9.0,"10,800"
9788934962144,468,9.5,"11,520"
9788934961390,,,"10,800"
9788934961383,,10.0,"10,800"
9788934961338,168,9.8,"9,000"
9788934961314,96,9.3,"11,700"
9788934961000,24,8.4,"11,700"
9788934960980,420,9.5,"10,350"
9788934960522,,,"8,820"
9788934960065,,,"7,200"
9788934959540,24,9.7,"9,000"
9788934959434,,10.0,"9,900"
9788934959380,,9.7,"9,900"
9788934959076,138,9.1,"14,400"
9788934958826,846,9.2,"25,200"
9788934958673,228,9.8,"10,800"
9788934958468,"1,230",9.4,"10,350"
9788934958444,432,9.2,"11,700"
9788934958321,,9.4,"11,610"
9788934958314,,9.2,"11,610"
9788934958307,,9.4,"11,610"
9788934958291,,9.8,"11,610"
9788934958284,,9.4,"11,610"
9788934958222,,9.0,"11,610"
9788934958215,,9.7,"11,610"
9788934958208,,9.7,"11,610"
9788934958192,,8.9,"11,610"
9788934957966,108,,"10,800"
9788934957881,,,"8,100"
9788934956617,390,10.0,"10,800"
9788934956464,48,,"8,550"
9788934956426,,10.0,"8,550"
9788934956419,540,9.5,"10,350"
9788934956242,126,10.0,"8,100"
9788934956198,72,,"8,100"
9788934956174,,9.7,"10,800"
9788934956150,,7.5,"19,800"
9788934956136,,9.3,"9,000"
9788934956082,"8,946",9.5,"10,350"
9788934956068,12,9.8,"10,800"
9788934956037,,9.0,"9,000"
9788934955986,12,,"7,650"
9788934955948,564,8.5,"10,800"
9788934955931,60,10.0,"10,800"
9788934955658,150,10.0,"11,700"
9788934955580,240,10.0,"11,700"
9788934954941,,9.7,"10,710"
9788934954828,,9.6,"8,550"
9788934954798,48,,"8,100"
9788934954460,48,10.0,"8,100"
9788934954149,84,10.0,"10,800"
9788934952626,48,9.0,"8,100"
9788934952602,"1,116",10.0,"8,100"
9788934952572,108,10.0,"8,100"
9788934952268,411,9.2,"9,000"
9788934952091,498,9.7,"10,350"
9788934950523,"5,922",9.3,"10,800"
9788934950073,,9.0,"13,500"
9788934949077,48,8.9,"13,320"
9788934949046,60,8.9,"13,320"
9788934948155,,9.7,"8,550"
